title,year,author,genres,pages
The Cross from a Distance,2004,Peter G. Bolt,Religion,213
Courageous Faith Through the Year,2004,Bill Hybels,Religion,327
Beyond the Postmodern Mind,2003,Huston Smith,Philosophy,295
Mandala,2006,Judith Cornell,"Body, Mind & Spirit",176
The Calvin and Hobbes Tenth Anniversary Book,1995,Bill Watterson,Humor,208
The Days Are Just Packed,1993,Bill Watterson,Humor,176
Homicidal Psycho Jungle Cat,1994,Bill Watterson,Humor,176
The Essential Calvin And Hobbes,1988,Bill Watterson,Comics & Graphic Novels,256
The Calvin and Hobbes Lazy Sunday Book,1989,Bill Watterson,Humor,128
It's a Magical World,1996,Bill Watterson,Humor,176
Mary Engelbreit's Home Companion,1994,Mary Engelbreit,,128
Stephen King,1998,George Beahm,Fiction,304
Stephen King from A to Z,1998,George Beahm,Fiction,251
Foundations of Clinical Research,2000,"Leslie Gross Portney, Mary P. Watkins",Medical,742
Chosen by God,1994,R. C. Sproul,Religion,208
Four Mothers at Chautauqua,1997,Isabella Alden,Fiction,265
Desecration,2002,"Tim F. LaHaye, Jerry B. Jenkins",Fiction,432
Armageddon,2003,"Tim F. LaHaye, Jerry B. Jenkins",Fiction,395
Left behind,1998,"Tim Lahaye, Tim F. LaHaye, Jerry B. Jenkins",Fiction,342
Redemption,2002,"Gary Smalley, Karen Kingsbury",Fiction,384
Remember,2003,"Karen Kingsbury, Gary Smalley",Fiction,432
"Sit, Walk, Stand",1977,Watchman Nee,Religion,80
Kingdom Come,2007,"Tim F. LaHaye, Jerry B. Jenkins",Fiction,356
The Rising,2005,"Tim LaHaye, Tim F. LaHaye, Jerry B. Jenkins",Fiction,400
The Origin of the Bible,2003,Philip Wesley Comfort,Religion,352
Silenced,2004,Jerry B. Jenkins,Fiction,368
Rejoice,2004,"Karen Kingsbury, Gary Smalley",Fiction,344
Reunion,2004,"Karen Kingsbury, Gary Smalley",Fiction,400
Forgiven,2005,Karen Kingsbury,Fiction,358
Little Miss Birthday,2007,Roger Hargreaves,Juvenile Fiction,32
Mr. Jelly and the Pirates,2007,Roger Hargreaves,Juvenile Fiction,32
Mountain Madness,1998,David Thompson,Fiction,170
The Halloween Man,1998,Douglas Clegg,Fiction,360
Gold Rage,1999,David Thompson,Fiction,170
The Nightmare Chronicles,1999,Douglas Clegg,Fiction,360
Sweet Revenge,2000,Lynsay Sands,Fiction,400
"Something Borrowed, Something Blue",2000,"Constance O'Banyon, Evelyn Rogers, Bobbi Smith",Fiction,394
The House That Jack Built,2000,Graham Masterton,Fiction,385
Mischief,2000,Douglas Clegg,Fiction,359
The Deed,2004,Lynsay Sands,Fiction,313
Bliss,2001,Lynsay Sands,Fiction,394
The Reluctant Reformer,2002,Lynsay Sands,Fiction,371
The Hour Before Dark,2003,Douglas Clegg,Fiction,370
Nightmare House,2004,Douglas Clegg,Fiction,340
The Chase,2004,Lynsay Sands,Fiction,374
The Abandoned,2005,Douglas Clegg,Fiction,370
The Attraction,2006,Douglas Clegg,Fiction,324
Blood Moon Over Bengal,2004,Morag McKendrick Pippin,Fiction,337
Love Is Blind,2006,Lynsay Sands,Fiction,342
Blood Moon Over Britain,2005,Morag McKendrick Pippin,Fiction,323
The Shakespeare Plays: Romeo & Juliet,1994,McGraw-Hill Education,Juvenile Nonfiction,242
Child of God,1994,Cormac McCarthy,Fiction,197
The Buried Mirror,1999,Carlos Fuentes,Fiction,399
The Grace Awakening,2006,Charles R. Swindoll,Religion,306
Lead Like Jesus,2007,"Ken Blanchard, Phil Hodges",Religion,239
Blink,2004,Ted Dekker,Fiction,400
Salvation to the Ends of the Earth,2001,"Andreas J. Köstenberger, Peter Thomas O'Brien",Religion,351
The Valley of Vision,1975,Arthur Bennett,Religion,223
Discovering God's Will,1981,Sinclair B. Ferguson,Religion,126
The Complete Theory Fun Factory,1996,"Katie Elliott, Ian Martin",Juvenile Nonfiction,96
Trainspotting,2002,Murray Smith,Performing Arts,96
The Shawshank redemption,2003,Mark Kermode,Performing Arts,96
Exemplary Novels,1992,Miguel de Cervantes Saavedra,,167
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",1996,Audrey Wood,Juvenile Fiction,32
"Head, Shoulders, Knees and Toes ...",2002,,Juvenile Nonfiction,12
Blink-182,2001,Anne Hoppus,,112
Dissecting Marilyn Manson,2005,Gavin Baddeley,Music,192
For the Sake of Argument,1994,Christopher Hitchens,,368
"20,000 Leagues Under the Sea",1987,Jules Verne,,288
From Hell,2006,"Alan Moore, Eddie Campbell, Pete Mullins",,576
Eight Mindful Steps to Happiness,2001,Henepola Gunaratana,"Body, Mind & Spirit",288
Assassinating Shakespeare,2006,Thomas Goltz,Biography & Autobiography,256
Full Circle,1996,"Luis Sepúlveda, Chris Andrews",Travel,192
The Evolution of the Gilgamesh Epic,2002,Jeffrey H. Tigay,Literary Criticism,384
Vergil's Aeneid,2004,Barbara Weiden Boyd,,161
Corroborating Evidence,2005,William T. Rasmussen,,234
West with the Night,1942,Beryl Markham,Biography & Autobiography,294
Moon in a Dewdrop,1985,"Dōgen, Zen Master Dogen",Philosophy,368
Suburban Nation,2001,"Andres Duany, Elizabeth Plater-Zyberk, Jeff Speck",Architecture,320
Rent Girl,2004,Michelle Tea,Comics & Graphic Novels,239
Summa Theologica,2000,Thomas Aquinas,,3020
Crime Partners,2000,Donald Goines,Fiction,159
Whoreson,1972,Donald Goines,Fiction,320
The Grail,2006,"Brian Doyle, Mary Miller Doyle",Cooking,208
Cold Mountain,1997,Charles Frazier,Fiction,356
Sherlock Holmes,2006,Nick Rennison,Fiction,304
Halsey's Typhoon,2007,"Bob Drury, Thomas Clavin",History,322
Suffer the Little Children,2007,Donna Leon,Fiction,264
Mapping the Big Picture,1997,Heidi Hayes Jacobs,Education,72
Getting Results with Curriculum Mapping,2004,Heidi Hayes Jacobs,Education,192
The Tutor's First Love,1984,George MacDonald,Fiction,238
"Complete Poems, 1904-1962",1994,Edward Estlin Cummings,Poetry,1136
Selected Poems,1994,E. E. Cummings,Poetry,208
Tulips and Chimneys,1996,E. E. Cummings,Poetry,208
Basic Political Writings,1987,Jean-Jacques Rousseau,Philosophy,227
Introduction to The Philosophy of History,1988,"G. W. F. Hegel, Leo Rauch",Philosophy,106
"On Justice, Power, and Human Nature",1993,Thucydides,History,172
Leviathan,1994,"Thomas Hobbes, Edwin M. Curley",Philosophy,627
The Grand Inquisitor,1993,"Fyodor Dostoyevsky, Charles B. Guignon",Political Science,160
Complete Works,1997,Plato,Fiction,1838
Aristophanes 1,1998,"Aristophanes, Peter Meineck",Drama,480
Aristophanes 1,1998,Aristophanes,Drama,480
The Peloponnesian War,1998,"Thucydides, Steven Lattimore",History,530
Discourse on Method ; and,1998,René Descartes,Philosophy,103
Statesman,1999,Plato,Philosophy,128
The Trial and Death of Socrates (Third Edition),2000,"Plato, George Maximilian Anthony Grube, John Madison Cooper",Philosophy,58
Lysistrata,2003,"Aristophanes, Sarah Ruden",Literary Criticism,132
Five Dialogues,2002,"Plato, George Maximilian Anthony Grube",Philosophy,156
Confucius Analects,2003,"Confucius, Edward Gilman Slingerland",Philosophy,312
Complete Poems and Major Prose,1957,"John Milton, Merritt Yerkes Hughes",Poetry,1088
Aeneid,2005,Virgil,,340
Republic,2004,Plato,Political Science,358
Readings in Classical Chinese Philosophy (Second Edition),2005,"Philip J. Ivanhoe, Bryan W. Van Norden",Philosophy,416
Plato on Love,2006,"Plato, C. D. C. Reeve",Philosophy,272
A Hundred Camels in the Courtyard,1981,Paul Bowles,,90
Kaddish and Other Poems: 1958-1960,1961,Allen Ginsberg,Poetry,99
Erotism,1962,Georges Bataille,Philosophy,288
The Scripture of the Golden Eternity,1960,Jack Kerouac,Literary Criticism,72
Howl and Other Poems,1996,Allen Ginsberg,,56
A Power Governments Cannot Suppress,2007,Howard Zinn,History,293
Chekhov's Doctors,2003,"Anton Pavlovich Chekhov, Jack Coulehan, John L. Coulehan",,228
Early Candlelight,1992,Maud Hart Lovelace,Fiction,342
The St. Paul Stories of F. Scott Fitzgerald,2004,"Francis Scott Fitzgerald, Patricia Hampl",Fiction,328
Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,1996,"Sharon Rose Wilson, Thomas B. Friedman, Shannon Eileen Hengen",Literary Criticism,215
"Julie, Or, The New Heloise",1997,"Jean-Jacques Rousseau, Roger D. Masters, Christopher Kelly",Literary Criticism,728
The Search for the Beloved,1997,Jean Houston,"Body, Mind & Spirit",272
A Gateway to Sindarin,2004,David Salo,Language Arts & Disciplines,438
The Guide to Dan Brown's The Solomon Key,2005,Greg Taylor,"Body, Mind & Spirit",183
Three Books of Occult Philosophy,1993,Heinrich Cornelius Agrippa von Nettesheim,"Body, Mind & Spirit",1024
Blame It on the Brain?,1998,Edward T. Welch,Medical,204
Mockingbird Wish Me Luck,2002,Charles Bukowski,Fiction,160
You Get So Alone at Times,2002,Charles Bukowski,Fiction,320
Herman N. Hesse's Narcissus and Goldmund,1976,Kathleen E. Digan,,85
The Loftier Way,1985,"Blaine M. Yorgason, Brenton G. Yorgason",Fiction,131
A Full House,1999,Madeleine L'Engle,Fiction,48
The Rock that is Higher,1993,Madeleine L'Engle,Religion,320
Conversations with Ernest Hemingway,1986,"Ernest Hemingway, Matthew Joseph Bruccoli",Literary Criticism,204
Conversations with Jerzy Kosinski,1993,Jerzy Kosinski,Literary Criticism,242
Conversations with John Updike,1994,"John Updike, James Plath",Biography & Autobiography,302
The Good Housekeeping Illustrated Cookbook,1980,Zoe Coulson,,512
Essentials of Conservation Biology,2006,Richard B. Primack,Science,585
Exercitia Spiritualia,1989,Saint Gertrude (the Great),Religion,165
Harpo Speaks!,1985,"Harpo Marx, Rowland Barber",Biography & Autobiography,482
Jean Arthur,1999,John Oller,Biography & Autobiography,358
Hamlet's Mill,1977,"Giorgio De Santillana, Hertha von Dechend",Philosophy,450
"Life, a User's Manual",1987,Georges Perec,Fiction,581
Broken Vessels,1992,Andre Dubus,Fiction,195
John Deere Farm Tractors,1992,Randy Leffingwell,,192
Bioinformatics,2004,David W. Mount,Science,692
The Many Worlds of Magnus Ridolph,1980,Jack Vance,,174
The Assignation,1996,Joyce Carol Oates,Fiction,208
First Love,1997,Joyce Carol Oates,Fiction,86
Follow Your Heart's Vegetarian Soup Cookbook,1983,"Janice Cook Migliaccio, Janice Cook Knight",Cooking,127
The Roald Dahl Omnibus,1987,Roald Dahl,,681
Understanding Physics,1988,Isaac Asimov,,833
King Arthur Flour Whole Grain Baking,2006,,Cooking,544
The elements of typographic style,2004,Robert Bringhurst,,352
The Secret of Santa Vittoria,1986,Robert Crichton,Fiction,416
A Book of Blue Flowers,2006,R. L. Geneve,,327
Alfred Hitchcock,2005,Alfred Hitchcock,Fiction,512
God's Generals,2003,Roberts Liardon,Biography & Autobiography,416
The Bible Cure for Diabetes,1999,Don Colbert,Health & Fitness,96
To Battle the Gods,1986,Sharon Green,Fiction,446
Quester's endgame,1986,Patricia Josephine Clayton,Fiction,372
Phantoms,1989,"Martin Harry Greenberg, Rosalind M. Greenberg",Fiction,270
Magic's Pawn,1989,Mercedes Lackey,Fiction,349
Arrows of the Queen,1987,Mercedes Lackey,Fiction,320
Arrow's Fall,1988,Mercedes Lackey,Fiction,319
Magic's Price,1990,Mercedes Lackey,Fiction,351
The Madness Season,1990,C. S. Friedman,Fiction,495
By the Sword,1991,Mercedes Lackey,Fiction,492
Shadowkill,1991,Jo Clayton,Fiction,400
Winds of Fate,1992,Mercedes Lackey,Fiction,458
To Green Angel Tower,1994,Tad Williams,Fiction,815
Dance Down the Stars,1994,Jo Clayton,Fiction,368
Fire in the Sky,1995,Jo Clayton,Fiction,352
Storm Warning,1995,Mercedes Lackey,Fiction,428
Sword of Ice and Other Tales of Valdemar,1997,Mercedes Lackey,Fiction,350
Oathblood,1998,Mercedes Lackey,Fiction,394
This Alien Shore,1999,C. S. Friedman,Fiction,564
River of Blue Fire,1999,Tad Williams,Fiction,675
New Amazons,2000,Margaret Weis,Fiction,336
Good Grief,1989,Rheta Grimsley Johnson,Biography & Autobiography,256
Experimental Phenomenology,1986,Don Ihde,Philosophy,155
Alberic the Wise,1992,Norton Juster,,24
Hard Drive,1993,"James Wallace, Jim Erickson",Business & Economics,426
Die Broke,1998,"Stephen Pollan, Mark Levine",Business & Economics,320
Teaching the World's Children,2004,"Mary Ashworth, Patricia Wakefield",Education,101
Feeding the Future,2006,"Andrew Heintzman, Evan Solomon",Social Science,336
The Fish Kisser,2001,James Hawkins,Fiction,360
The Great Gatsby,1925,F. Scott Fitzgerald,Fiction,182
The Stress-Free Habit,1989,John Perkins,Health & Fitness,104
Moksha,1999,Aldous Huxley,"Body, Mind & Spirit",304
Psychonavigation,1999,John Perkins,"Body, Mind & Spirit",144
Death of a Dreamer,2006,M. C. Beaton,,247
The Politically Incorrect Guide To American History,2004,"Thomas E. Woods, Jr.",History,270
America Alone,2006,Mark Steyn,Political Science,224
The Real Jimmy Carter,2004,Steven F. Hayward,Biography & Autobiography,272
Billy Budd,1978,Herman Melville,,106
Topsail Island,2006,Ray McAllister,History,228
Sister Outsider,1984,"Professor Audre Lorde, Audre Lorde",Social Science,190
An Ordinary Person's Guide to Empire,2004,Arundhati Roy,Business & Economics,200
Outsiders Within,2006,"Jane Jeong Trenka, Julia Chinyere Oparah, Sun Yung Shin",Education,300
Rita Hayworth and Shawshank Redemption,1982,Stephen King,Fiction,181
Walking the Rez Road,1995,Jim Northrup,,176
200 Quilt Blocks to Mix & Match,2005,Davina Thomas,,128
Standard Catalog of Smith & Wesson,2007,"Jim Supica, Richard Nahas",Sports & Recreation,432
The Ecological Approach to Visual Perception,1986,James Jerome Gibson,Psychology,348
Three Philosophies of Life,1989,Peter Kreeft,Religion,140
Christianity for Modern Pagans,1993,Peter Kreeft,Religion,341
Saint Ignatius Loyola,1998,James Brodrick,Biography & Autobiography,350
Tolkien,1998,Joseph Pearce,Biography & Autobiography,256
No Price Too High,2006,Alex Jones,Biography & Autobiography,259
C.S. Lewis and the Catholic Church,2003,Joseph Pearce,Religion,175
Writing the Novel from Plot to Print,1985,Lawrence Block,,197
The Avalanche Handbook,2006,"David McClung, Peter A. Schaerer",Sports & Recreation,342
The Confessions of St. Augustine,1997,"Saint Augustine (Bishop of Hippo.), Saint Augustine of Hippo, Joseph Mary Leleu",Biography & Autobiography,448
"Graham Greene: The Heart of the Matter, Stamboul Train, A Burnt-",1986,Graham Greene,,856
The Shining,1987,Stephen King,Fiction,991
The Alienist,1998,Machado de Assis,,58
Aristotle's Nicomachean Ethics,1984,"Aristotle, Hippocrates George Apostle",Philosophy,372
What Color is Your Parachute?,1977,Richard Nelson Bolles,,233
The Handbook (The Encheiridion),1983,"Epictetus, Nicholas P. White",Philosophy,35
His Share of Glory,1940,"Cyril M. Kornbluth, Timothy Szczesuil, New England Science Fiction Association",Fiction,670
Secret of the Peaceful Warrior,1991,Dan Millman,Juvenile Fiction,32
Alcoholics Anonymous,1976,Alcoholics Anonymous,Self-Help,250
Through the Arc of the Rain Forest,1990,Karen Tei Yamashita,Fiction,212
Melville's Moby-Dick,1995,Edward F. Edinger,Psychology,156
Access the Power of Your Higher Self,1998,Elizabeth Clare Prophet,"Body, Mind & Spirit",100
Soul Mates and Twin Flames,1999,Elizabeth Clare Prophet,Family & Relationships,155
The Covert War Against Rock,2000,Alex Constantine,Music,280
Big Dead Place,2005,Nicholas Johnson,History,260
History -,1989,Thucydides,,34
The Days of Vengeance,1987,David Chilton,,754
Life Amongst the Modocs,1996,Joaquin Miller,Biography & Autobiography,456
Five Tʻang poets,1990,David Young,Poetry,184
The Tesla Papers,2000,Nikola Tesla,Science,100
100 Years of Lynchings,1962,Ralph Ginzburg,Social Science,270
Black Man of the Nile and His Family,1989,Yosef Ben-Jochannan,History,442
African Origins of the Major 'Western Religions',1991,Yosef Ben-Jochannan,Religion,363
The Crowd: Extradordinary Popular Delusions: Twin Classics of Crowd Pyschology,1993,"Gustave Le Bon, Charles Mackay",Psychology,288
Discovering Great Artists,1996,"MaryAnn F. Kohl, Kim Solga, Rebecca Van Slyke",Juvenile Nonfiction,144
"Yes, Your Teen Is Crazy!",2002,Michael J. Bradley,Family & Relationships,332
The Naked Warrior,2004,Pavel Tsatsouline,Health & Fitness,218
The Atlantis Dialogue,2001,Plato,Fiction,46
Mahatma Gandhi and His Myths,2002,Mark Shepard,Political Science,46
Yosemite,1989,Margaret Sanborn,History,289
Situationist International Anthology,2006,Ken Knabb,Art,532
Isle of Darksmoke,1984,Larry DiTillio,,55
"Letters, Summer 1926",2001,"Boris Leonidovich Pasternak, Marina T︠S︡vetaeva, Rainer Maria Rilke, Margaret Wettlin, Walter W. Arndt, Jamey Gambrell",Biography & Autobiography,380
Seduction and Betrayal,2001,Elizabeth Hardwick,Literary Criticism,224
Typee,1982,Herman Melville,,1333
Novels,1983,Nathaniel Hawthorne,Fiction,1272
"Redburn, White-Jacket, Moby-Dick",1983,Herman Melville,,1436
"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie",1985,James Fenimore Cooper,,1347
"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path",1985,James Fenimore Cooper,Fiction,1051
"Pierre, Or, The Ambiguities",2007,Herman Melville,,1478
"Writings, 1902-1910",1987,William James,,1379
Speeches and Writings 1832-1858,1989,Abraham Lincoln,,898
Complete Plays: 1932-1943,1988,Eugene O'Neill,,1107
"Novels, 1936-1940",1990,William Faulkner,,1148
Richard Wright,1991,Richard Wright,,936
"Writings, 1878-1899",1992,William James,Fiction,1212
"Collected tales, sketches, speeches, and essays 1891-1910",1992,Mark Twain,,1050
Collected Travel Writings,1993,Henry James,,868
Historical Romances,1994,"Mark Twain, Samuel Langhorne Clemens, Victor and Lin Salamo editors Fischer, Susan K. Harris, Susan R. Harris",Fiction,1050
Christian Mythmakers,2002,Rolland Hein,Literary Criticism,303
The Little Big Book for God's Children,2001,"Lena Tabori, Alice Wong",Religion,352
זן ואומנות האושר,2006,Chris Prentiss,Philosophy,145
This bridge called my back,2002,"Cherríe Moraga, Gloria Anzaldúa",Social Science,370
Leaving the 20th Century,1998,Christopher Gray,Philosophy,136
On the Trail of Mary Queen of Scots,1999,J. Keith Cheetham,Biography & Autobiography,192
The Twelve Steps and Twelve Traditions of Overeaters Anonymous,1993,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,221
The Visual Display of Quantitative Information,2001,Edward R. Tufte,,197
The Cognitive Style of PowerPoint,2006,Edward R. Tufte,,31
Beautiful Evidence,2006,Edward R. Tufte,,213
Common Herbs for Natural Health,1996,"Juliette De Bairacli-Levy, Heather Wood",Health & Fitness,223
Graphic Storytelling,1996,Will Eisner,Literary Criticism,164
PS I Love You Baby Collection,1990,"Lynda Milligan, Nancy Smith",,79
Pyramids of Montauk,1995,"Preston B. Nichols, Peter Moon",Fiction,256
The Eye of the I,2001,David R. Hawkins,"Body, Mind & Spirit",432
Black Etc.,1999,Nannette E. Banks,,275
Fahrenheit 451,2001,Ray Bradbury,,190
The Return of the King,2001,John Ronald Reuel Tolkien,,440
The QPB companion to The Lord of the rings,2001,Brandon Geist,,104
Desire and Duty,1997,"Teddy F. Bader, Marilyn Bader",Fiction,286
Reading Lolita in Tehran,2003,Azar Nafisi,,347
